格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区
005_U_20,三河湖商贸城,"['005_U_19', '005_U_21']",5,上行,20,117.857463,37.509353,False
005_U_21,二十里堡桥头,"['005_U_19', '005_U_20']",5,上行,21,117.862128,37.507808,False
005_U_22,三河湖幼儿园,"['005_U_24', '005_U_23', '006_U_02']",5,上行,22,117.869593,37.503534,False
005_U_23,三河湖镇政府,"['005_U_24', '005_U_22', '006_U_02']",5,上行,23,117.87245,37.502349,False
005_U_24,三河湖实验学校,"['005_U_22', '005_U_23', '005_U_25']",5,上行,24,117.876311,37.50122,False
005_U_25,油棉四厂,['005_U_24'],5,上行,25,117.881687,37.499929,False
005_U_26,G25高速入口,['005_U_27'],5,上行,26,117.910331,37.493164,False
005_U_27,西魏家,"['005_U_26', '005_U_28']",5,上行,27,117.915693,37.4919,False
005_U_28,袁家庵,"['005_U_27', '005_U_29']",5,上行,28,117.920672,37.490809,False
005_U_29,边家,"['005_U_28', '005_U_30']",5,上行,29,117.927286,37.4892,False
005_U_30,张赵家,['005_U_29'],5,上行,30,117.929703,37.488637,False
005_U_31,坦上村,[],5,上行,31,117.937739,37.486771,False
005_U_32,篦子张,"['005_U_33', '019_D_34']",5,上行,32,117.948141,37.489511,False
005_U_33,炊帚王,"['005_U_32', '005_U_34', '019_D_34']",5,上行,33,117.952586,37.491018,False
005_U_34,南邱家,"['005_U_33', '005_U_35']",5,上行,34,117.960045,37.493096,False
005_U_35,北关,"['005_U_34', '008_U_13', '005_U_36']",5,上行,35,117.9668,37.494895,False
005_U_36,秦董姜,['005_U_35'],5,上行,36,117.97386,37.495645,False
005_U_42,华滨楼,"['001_U_07', '037_U_18', '001_U_08', '001_U_13', '037_U_17', '001_U_06', '037_U_15', '014_U_20', '001_D_35', '001_U_14']",5,上行,42,117.981946,37.47182,False
005_U_57,华晨小区,"['012_U_12', '001_U_27']",5,上行,57,118.021305,37.4043,True
005_U_58,宣家小区,"['007_U_05', '007_U_07', '012_U_13', '026_U_48']",5,上行,58,118.01436,37.403881,True
005_U_59,观湖花园,"['007_U_05', '005_U_60', '026_U_48']",5,上行,59,118.009912,37.403548,True
005_U_60,二十里堡小区,"['107_U_25', '026_U_50', '005_U_59', '036_U_19']",5,上行,60,118.006735,37.402101,True
005_U_61,市路灯处,"['024_U_23', '107_U_25', '036_U_18', '036_U_19']",5,上行,61,118.00751,37.397822,True
005_U_62,安康家园,"['024_U_23', '006_U_34', '005_U_63', '006_U_35']",5,上行,62,118.00806,37.39376,True
005_U_63,环卫处,"['024_U_23', '005_U_64', '006_U_34', '030_U_41', '030_U_40', '006_U_35', '005_U_62']",5,上行,63,118.008598,37.390567,True
005_U_64,人民医院,"['030_U_41', '005_U_63', '022_U_42', '030_U_40', '005_U_65', '106_U_27']",5,上行,64,118.009213,37.387125,True
005_U_65,贵苑大酒店,"['005_U_64', '030_U_41', '022_U_42', '033_U_18', '101_U_24', '101_U_25', '106_U_27']",5,上行,65,118.009851,37.38397,True
005_U_66,安达驾校,"['005_U_67', '101_U_24', '101_U_25', '018_U_18']",5,上行,66,118.009264,37.379367,True
005_U_67,汽贸宿舍,"['005_U_66', '102_U_28', '018_U_18']",5,上行,67,118.008297,37.376218,True
005_U_69,自来水公司,"['005_U_70', '009_U_43', '003_U_01', '009_U_44']",5,上行,69,118.009052,37.369512,True
005_U_70,翔和家苑,"['005_U_71', '005_U_69', '009_U_44']",5,上行,70,118.009383,37.366824,True
005_U_71,逸夫小学长江一路校区,['005_U_70'],5,上行,71,118.008342,37.364063,True
005_D_37,永莘路,"['001_U_01', '001_U_03', '001_U_02']",5,下行,37,117.981862,37.494731,False
006_U_01,三河湖风景区,[],6,上行,1,117.855387,37.497945,False
006_U_02,王素先,"['005_U_22', '005_U_23']",6,上行,2,117.865654,37.499666,False
006_U_05,李举家,['006_U_06'],6,上行,5,117.886957,37.473876,False
006_U_06,尹集小学,"['006_U_05', '006_U_07']",6,上行,6,117.888225,37.469882,False
006_U_07,尹集,"['006_U_06', '006_U_08', '006_U_09']",6,上行,7,117.890312,37.465186,False
006_U_08,尹集东,"['006_U_07', '006_U_09']",6,上行,8,117.892352,37.46147,False
006_U_09,把棍张,"['006_U_08', '006_U_07']",6,上行,9,117.891647,37.458025,False
006_U_10,西苑家,['006_U_11'],6,上行,10,117.891378,37.443853,False
006_U_11,龙凤张,"['006_U_10', '006_U_12']",6,上行,11,117.891605,37.438951,False
006_U_12,后李,"['006_U_11', '006_U_13']",6,上行,12,117.894703,37.434638,False
006_U_13,墨家集,['006_U_12'],6,上行,13,117.89843,37.428304,False
006_U_14,尚集,['009_U_24'],6,上行,14,117.89787,37.412334,False
006_U_15,齐鲁交通,['006_U_16'],6,上行,15,117.905036,37.416028,False
006_U_16,勺头韩后村,"['006_U_15', '006_U_17']",6,上行,16,117.909213,37.418016,False
006_U_17,杨柳雪卫生院,['006_U_16'],6,上行,17,117.915247,37.419569,False
006_U_18,通晟工贸,['006_U_19'],6,上行,18,117.926807,37.420053,False
006_U_19,博鳌高级中学,['006_U_18'],6,上行,19,117.931145,37.420552,False
006_U_20,西孟村,['006_U_21'],6,上行,20,117.94169,37.42299,False
006_U_21,社会养老服务中心,[],6,上行,21,117.948836,37.419444,True
006_U_22,人民医院西院区,[],6,上行,22,117.956136,37.416781,True
006_U_23,望海花园西门,['106_U_14'],6,上行,23,117.963407,37.408776,True
006_U_24,滨州大饭店,[],6,上行,24,117.961026,37.40452,True
006_U_25,中海天地桥,['006_U_26'],6,上行,25,117.956575,37.397161,True
006_U_26,中海,['006_U_25'],6,上行,26,117.95521,37.394314,True
006_U_27,中海公园南门,"['105_U_14', '017_U_26']",6,上行,27,117.962347,37.3917,True
006_U_28,公共资源交易中心,"['011_U_06', '017_U_29', '011_U_05']",6,上行,28,117.97138,37.391707,True
006_U_29,北镇中学,"['017_U_31', '017_U_30']",6,上行,29,117.978635,37.391743,True
006_U_30,学院北门,[],6,上行,30,117.987632,37.39178,True
006_U_31,锦绣城,['112_U_19'],6,上行,31,117.993543,37.391739,True
006_U_32,青藤苑酒店,"['002_U_33', '002_U_35', '002_U_34', '006_U_33', '032_U_29']",6,上行,32,117.999199,37.391876,True
006_U_33,建设小区,"['006_U_32', '002_U_33', '002_U_34']",6,上行,33,118.002841,37.392126,True
006_U_34,王家,"['024_U_23', '005_U_63', '006_U_35', '005_U_62']",6,上行,34,118.006943,37.39244,True
006_U_35,市干休所,"['024_U_23', '006_U_34', '005_U_63', '026_U_45', '026_U_46', '005_U_62']",6,上行,35,118.010496,37.392709,True
006_U_36,区公安局,"['026_U_46', '026_U_45']",6,上行,36,118.014656,37.393013,True
006_U_38,滨南社区,"['004_U_28', '022_U_40', '001_D_07', '001_D_06']",6,上行,38,118.018956,37.387403,True
006_U_40,新华街,"['016_D_05', '006_U_41', '004_U_31', '030_U_45', '001_D_05']",6,上行,40,118.022847,37.381913,True
006_U_41,华升盛世春秋,"['001_U_33', '001_D_08', '016_D_05', '001_U_32', '030_U_45', '004_U_32', '006_U_40']",6,上行,41,118.026297,37.382208,True
006_U_44,五四广场,"['001_D_02', '010_U_53', '009_U_47', '011_U_30', '106_U_36', '001_U_34']",6,上行,44,118.02948,37.37271,True
007_U_01,职业学院东门,['007_U_02'],7,上行,1,118.002596,37.417335,True
007_U_02,北海明珠,"['002_U_26', '007_U_01']",7,上行,2,118.006484,37.417949,True
007_U_04,南蔺居委会,"['105_U_29', '026_U_55', '002_U_27', '113_U_28']",7,上行,4,118.010483,37.411349,True
007_U_05,宣家小区西门,"['026_U_48', '005_U_59', '005_U_58']",7,上行,5,118.011094,37.40564,True
007_U_07,瑄嘉名都,"['012_U_13', '005_U_58', '107_U_26']",7,上行,7,118.017382,37.401858,True
007_U_08,清怡小学东校区,"['107_U_26', '007_U_09']",7,上行,8,118.017775,37.397776,True
007_U_09,清怡市场,"['007_U_08', '004_U_26']",7,上行,9,118.017984,37.395751,True
007_U_15,黄金大厦,"['009_U_46', '023_U_33', '001_D_03', '001_D_04', '007_U_16']",7,上行,15,118.020501,37.37365,True
007_U_16,蒲园,"['009_U_46', '007_U_15', '007_U_17']",7,上行,16,118.020841,37.369759,True
007_U_17,磬露园,"['007_U_18', '007_U_16', '009_U_45']",7,上行,17,118.018992,37.368527,True
007_U_18,高杜市场,"['007_U_17', '009_U_45']",7,上行,18,118.015166,37.367615,True
007_U_19,供水花园,[],7,上行,19,118.012603,37.364411,True
008_U_01,寨子,['008_U_02'],8,上行,1,117.910077,37.55958,False
008_U_02,石桥,['008_U_01'],8,上行,2,117.909998,37.564425,False
008_U_03,封王,['008_U_04'],8,上行,3,117.916022,37.569721,False
008_U_04,韩豁,['008_U_03'],8,上行,4,117.922271,37.567804,False
008_U_05,崔家,[],8,上行,5,117.93644,37.568768,False
008_U_06,双刘家,[],8,上行,6,117.949529,37.553986,False
008_U_07,张集农商行,"['008_U_08', '008_D_39', '037_U_06']",8,上行,7,117.95882,37.543777,False
008_U_08,张木匠,"['008_U_07', '008_D_39', '008_U_09', '037_U_06']",8,上行,8,117.958541,37.541816,False
008_U_09,北段家,['008_U_08'],8,上行,9,117.959529,37.534422,False
008_U_10,吴家,['008_U_11'],8,上行,10,117.961395,37.525542,False
008_U_11,北尹家,['008_U_10'],8,上行,11,117.962028,37.521815,False
008_U_12,东丁家,[],8,上行,12,117.963719,37.513484,False
008_U_13,香坊村,['005_U_35'],8,上行,13,117.966211,37.502401,False
008_D_39,前张,"['008_U_08', '008_U_07']",8,下行,39,117.957315,37.543563,False
008_D_40,柳树孙,[],8,下行,40,117.945396,37.542797,False
008_D_41,碱吕家,[],8,下行,41,117.935722,37.544628,False
008_D_42,北齐家,[],8,下行,42,117.915693,37.546461,False
008_D_43,北刘家,"['021_U_04', '008_D_44', '021_U_05']",8,下行,43,117.901248,37.552491,False
008_D_44,周史楼,"['021_U_04', '021_U_05', '008_D_43']",8,下行,44,117.901966,37.555405,False
009_U_01,丛家,['009_U_02'],9,上行,1,117.799416,37.512349,False
009_U_02,孙集,['009_U_01'],9,上行,2,117.806928,37.51115,False
009_U_03,京博加油站,['015_U_09'],9,上行,3,117.824115,37.509165,False
009_U_04,北常家,['009_U_05'],9,上行,4,117.824344,37.501115,False
009_U_05,提上胡,"['009_U_04', '009_U_06']",9,上行,5,117.824483,37.497645,False
009_U_06,高湾,"['009_U_07', '009_U_05', '009_U_08']",9,上行,6,117.822623,37.492726,False
009_U_07,前韩,"['009_U_06', '009_U_08']",9,上行,7,117.823282,37.489592,False
009_U_08,张家,"['009_U_07', '009_U_06']",9,上行,8,117.824136,37.48597,False
009_U_09,窑厂路口,['009_U_10'],9,上行,9,117.82649,37.47575,False
009_U_10,刘甄家,"['009_U_11', '009_U_09']",9,上行,10,117.828194,37.468488,False
009_U_11,芦草王,['009_U_10'],9,上行,11,117.829495,37.462914,False
009_U_12,白家,['009_U_13'],9,上行,12,117.831879,37.452056,False
009_U_13,郎中河,['009_U_12'],9,上行,13,117.832324,37.449992,False
009_U_14,林坊,['009_U_15'],9,上行,14,117.837093,37.44179,False
009_U_15,牌家,"['009_U_14', '009_U_16']",9,上行,15,117.843633,37.440366,False
009_U_16,小唐小学,['009_U_15'],9,上行,16,117.848708,37.438034,False
009_U_17,小唐,[],9,上行,17,117.856349,37.433968,False
009_U_18,大唐,[],9,上行,18,117.866216,37.434219,False
009_U_19,刘杨,['009_U_20'],9,上行,19,117.876745,37.43316,False
009_U_20,夏家,['009_U_19'],9,上行,20,117.88237,37.433053,False
009_U_24,店东李,['006_U_14'],9,上行,24,117.897578,37.408716,False
009_U_25,邓家店,"['109_U_14', '109_U_13']",9,上行,25,117.897513,37.393873,False
009_U_26,范集商贸城,"['030_U_17', '009_U_27']",9,上行,26,117.896994,37.384466,False
009_U_27,政通铝材,['009_U_26'],9,上行,27,117.903076,37.379725,False
009_U_28,滨魏二区,[],9,上行,28,117.916175,37.379794,True
009_U_29,二单宿舍,['009_U_30'],9,上行,29,117.929789,37.379841,True
009_U_30,杜店北街,"['009_U_29', '009_U_31']",9,上行,30,117.933591,37.379854,True
009_U_31,明日星城小区,"['017_U_15', '009_U_30']",9,上行,31,117.936258,37.377346,True
009_U_32,汽车总站广场,"['003_U_06', '031_U_17', '010_U_33']",9,上行,32,117.937112,37.373202,True
009_U_33,天阳小区,"['112_U_05', '010_U_36']",9,上行,33,117.944884,37.373582,True
009_U_35,市税务局二路办公区,"['032_U_16', '025_U_31']",9,上行,35,117.957021,37.372393,True
009_U_36,百世儿童医院,['105_U_07'],9,上行,36,117.962714,37.371762,True
009_U_37,至尊门第南门,"['011_U_11', '011_U_12']",9,上行,37,117.968381,37.371432,True
009_U_38,碧林花园,"['011_U_17', '003_U_04']",9,上行,38,117.978904,37.371491,True
009_U_39,新光小区,"['012_U_30', '009_U_40']",9,上行,39,117.986364,37.371574,True
009_U_40,双拥广场,['009_U_39'],9,上行,40,117.990076,37.371586,True
009_U_41,利世医院,"['009_U_42', '018_U_12', '029_U_18']",9,上行,41,117.994824,37.37055,True
009_U_42,建工宿舍,"['009_U_41', '029_U_17', '018_U_13', '029_U_18']",9,上行,42,117.998581,37.369275,True
009_U_43,广兴医院,"['002_U_41', '005_U_69', '102_U_28']",9,上行,43,118.005153,37.369689,True
009_U_44,滨医附院,"['005_U_70', '005_U_69', '003_U_01']",9,上行,44,118.010958,37.370145,True
009_U_45,剧场街农贸市场,"['007_U_18', '007_U_17']",9,上行,45,118.015998,37.370507,True
009_U_46,区第二实验小学,"['009_U_47', '007_U_15', '007_U_16', '001_D_03']",9,上行,46,118.023482,37.371078,True
009_U_47,五四转盘,"['009_U_46', '006_U_44', '010_U_53']",9,上行,47,118.027006,37.371323,True
010_U_01,西圈王,"['010_U_02', '010_U_03']",10,上行,1,117.82609,37.28838,False
010_U_02,圈王小学,"['010_U_01', '010_U_03']",10,上行,2,117.826789,37.288304,False
010_U_03,圈王东,"['010_U_01', '010_U_02']",10,上行,3,117.828991,37.288013,False
010_U_04,小开河村,"['010_U_06', '010_U_05']",10,上行,4,117.837014,37.286848,False
010_U_05,小开河桥头,"['010_U_06', '010_U_04', '010_U_07']",10,上行,5,117.84007,37.28704,False
010_U_06,开河棉站,"['010_U_05', '010_U_08', '010_U_04', '010_U_07']",10,上行,6,117.838979,37.294253,False
010_U_07,李家集,"['010_U_06', '010_U_05', '010_U_09', '010_U_08']",10,上行,7,117.842641,37.294057,False
010_U_08,大开河,"['010_U_06', '010_U_09', '010_U_07']",10,上行,8,117.844855,37.293588,False
010_U_09,邢家,"['010_U_11', '010_U_08', '010_U_10', '010_U_07']",10,上行,9,117.849848,37.292924,False
010_U_10,赵口村,"['010_U_11', '010_U_09']",10,上行,10,117.855559,37.292547,False
010_U_11,吕前,"['010_U_09', '010_U_10']",10,上行,11,117.857381,37.292612,False
010_U_12,南司家,"['010_U_13', '010_U_14', '025_U_01']",10,上行,12,117.865673,37.293074,False
010_U_13,司家市场,"['010_U_14', '010_U_12']",10,上行,13,117.868522,37.293792,False
010_U_14,吕后,"['010_U_13', '010_U_12', '010_U_16', '010_U_15']",10,上行,14,117.868976,37.298022,False
010_U_15,丁家,"['010_U_14', '010_U_16']",10,上行,15,117.868913,37.302396,False
010_U_16,红庙,"['010_U_14', '010_U_15', '010_U_17']",10,上行,16,117.868877,37.305359,False
010_U_17,高集南,"['010_U_18', '010_U_16']",10,上行,17,117.868808,37.312204,False
010_U_18,高集,['010_U_17'],10,上行,18,117.86822,37.31674,False
010_U_19,边家路口,"['010_U_21', '010_U_20']",10,上行,19,117.860019,37.316374,False
010_U_20,河沟张,"['010_U_21', '010_U_19']",10,上行,20,117.855871,37.316201,False
010_U_21,张慈庵,"['010_U_22', '010_U_19', '010_U_20']",10,上行,21,117.85666,37.321117,False
010_U_22,李椿门家,['010_U_21'],10,上行,22,117.856712,37.328355,False
010_U_23,西里扎根,['010_U_24'],10,上行,23,117.856579,37.340404,False
010_U_24,小吴家,['010_U_23'],10,上行,24,117.856437,37.347562,False
010_U_25,树仁中学,['028_U_07'],10,上行,25,117.855855,37.357586,False
010_U_26,钟楼村,['010_D_29'],10,上行,26,117.866421,37.359415,False
010_U_27,沙河安康花苑,['010_D_29'],10,上行,27,117.874884,37.358208,False
010_U_28,沙河办事处,['030_U_13'],10,上行,28,117.883021,37.359658,False
010_U_29,东方地毯,"['017_U_05', '010_U_30', '017_U_07']",10,上行,29,117.901388,37.363341,False
010_U_30,苏学官,"['017_U_05', '010_U_29', '017_U_07']",10,上行,30,117.903931,37.364158,False
010_U_31,明珠广场,[],10,上行,31,117.921981,37.369267,True
010_U_32,四通商贸城,[],10,上行,32,117.928043,37.37106,True
010_U_33,开发区中心医院,"['003_U_06', '009_U_32']",10,上行,33,117.933399,37.372529,True
010_U_36,秦皇丽景西门,"['009_U_33', '112_U_05']",10,上行,36,117.947031,37.371286,True
010_U_37,印象江南,"['025_U_31', '025_U_30']",10,上行,37,117.953067,37.367291,True
010_U_38,马坊市场,"['010_U_39', '025_U_31', '025_U_30']",10,上行,38,117.957288,37.3673,True
010_U_39,渤海名园,"['010_U_40', '010_U_38']",10,上行,39,117.961071,37.367318,True
010_U_40,实验学校南校区,"['011_U_12', '010_U_39']",10,上行,40,117.964777,37.367321,True
010_U_41,天场瑞府,"['011_U_12', '010_U_42']",10,上行,41,117.969545,37.367324,True
010_U_42,市委党校,"['111_U_02', '010_U_41']",10,上行,42,117.972427,37.369524,True
010_U_53,六街蔬菜市场,"['009_U_47', '106_D_02', '006_U_44', '106_U_36', '106_U_37']",10,上行,53,118.030135,37.370628,True
010_U_54,蒲湖风景区,['022_U_32'],10,上行,54,118.034873,37.360774,False
010_D_29,钟楼孙,"['010_U_27', '010_U_26']",10,下行,29,117.868059,37.359693,False
011_U_01,市政务服务中心,"['017_U_36', '017_U_37']",11,上行,1,117.983654,37.40329,True
011_U_02,滨州乒乓球馆,"['017_U_34', '011_U_03']",11,上行,2,117.980854,37.398044,True
011_U_03,朝阳小区,['011_U_02'],11,上行,3,117.977698,37.397948,True
011_U_04,体育家园,"['105_U_18', '011_D_37']",11,上行,4,117.972624,37.398008,True
011_U_05,格林春天,"['011_D_37', '006_U_28']",11,上行,5,117.969305,37.395017,True
011_U_06,市教育局,"['006_U_28', '017_U_28', '011_U_07', '017_U_27']",11,上行,6,117.968788,37.389808,True
011_U_07,滨化家园,"['011_U_08', '011_U_06', '017_U_27', '102_U_13', '112_U_14', '017_U_28']",11,上行,7,117.968491,37.387151,True
011_U_08,市档案馆,"['102_U_13', '112_U_14', '011_U_09', '011_U_07', '017_U_28']",11,上行,8,117.968299,37.384425,True
011_U_09,市政大楼西门,"['011_U_08', '102_U_13', '112_U_14', '011_U_10', '030_U_28']",11,上行,9,117.96808,37.382791,True
011_U_10,传媒集团,"['107_U_12', '030_U_28', '107_U_11', '011_U_09']",11,上行,10,117.967696,37.378893,True
011_U_11,至尊门第西门,"['009_U_37', '107_U_11', '107_U_12']",11,上行,11,117.967286,37.374499,True
011_U_12,市委党校西门,"['010_U_40', '009_U_37', '010_U_41']",11,上行,12,117.966876,37.370256,True
011_U_14,泰山名郡,"['111_U_02', '011_U_15', '012_U_32']",11,上行,14,117.974993,37.363072,True
011_U_15,双湖家园,"['111_D_33', '011_U_16', '012_U_32', '011_U_14']",11,上行,15,117.977973,37.363889,True
011_U_16,碧林花园南门,"['111_U_02', '011_U_15', '111_D_33', '012_U_32']",11,上行,16,117.978331,37.365994,True
011_U_17,彩虹湖,['009_U_38'],11,上行,17,117.981209,37.37077,True
011_U_30,郝家便民市场,"['106_U_36', '001_U_34', '001_D_02', '006_U_44']",11,上行,30,118.03036,37.375409,True
011_U_31,五四一居委会,"['011_U_32', '036_U_30', '011_U_33', '103_U_32', '103_U_31', '106_D_02', '103_U_34', '106_U_37', '106_U_36', '011_U_30', '036_U_29']",11,上行,31,118.03744,37.375938,False
011_U_32,滨印集团,"['011_D_07', '011_U_33', '103_U_32', '022_U_32', '103_U_31', '106_D_02', '103_U_34', '106_U_37', '011_U_31']",11,上行,32,118.039908,37.37285,False
011_U_33,华纺股份,"['011_D_07', '011_U_32', '103_U_32', '011_D_06', '011_D_05', '103_U_34', '011_U_34', '011_U_31']",11,上行,33,118.043457,37.372537,False
011_U_34,郭家,"['022_U_30', '011_D_07', '011_U_35', '011_U_33', '011_D_06', '011_D_05']",11,上行,34,118.048075,37.372847,False
011_U_35,苏家,"['011_D_07', '011_U_36', '011_D_04', '011_D_03', '011_D_05', '011_U_34']",11,上行,35,118.053371,37.373212,False
011_U_36,华纺股份有限公司,"['011_U_35', '011_D_03', '011_U_37', '022_U_27', '011_D_02']",11,上行,36,118.060624,37.373706,False
