格式化上车站点编号,格式化下车站点编号,一天内刷卡数,上车站点在主城区,下车站点在主城区,OD在主城区
017_U_20,107_U_26,2,True,True,True
017_U_21,001_U_22,1,True,True,True
017_U_21,001_U_26,1,True,True,True
017_U_21,009_U_33,2,True,True,True
017_U_21,011_U_05,2,True,True,True
017_U_21,017_U_37,1,True,True,True
017_U_21,026_U_55,1,True,True,True
017_U_21,029_U_31,1,True,True,True
017_U_21,105_U_08,1,True,True,True
017_U_21,105_U_18,1,True,True,True
017_U_21,105_U_19,1,True,True,True
017_U_21,105_U_21,1,True,True,True
017_U_21,105_U_23,1,True,True,True
017_U_21,105_U_29,1,True,True,True
017_U_21,105_U_30,1,True,True,True
017_U_22,009_U_35,1,True,True,True
017_U_22,017_U_24,1,True,True,True
017_U_23,017_U_21,1,True,True,True
017_U_23,029_U_31,1,True,True,True
017_U_24,001_D_04,1,True,True,True
017_U_24,002_U_39,1,True,True,True
017_U_24,003_U_07,1,True,True,True
017_U_24,009_U_33,1,True,True,True
017_U_24,016_U_10,1,True,True,True
017_U_24,017_U_21,2,True,True,True
017_U_24,017_U_25,1,True,True,True
017_U_24,017_U_29,1,True,True,True
017_U_24,017_U_30,1,True,True,True
017_U_24,023_U_34,2,True,True,True
017_U_24,026_U_55,2,True,True,True
017_U_24,030_U_29,1,True,True,True
017_U_24,102_U_07,1,True,True,True
017_U_24,102_U_08,2,True,True,True
017_U_24,102_U_17,1,True,True,True
017_U_24,102_U_28,1,True,True,True
017_U_24,105_U_08,2,True,True,True
017_U_24,105_U_18,2,True,True,True
017_U_24,105_U_21,4,True,True,True
017_U_24,112_U_19,2,True,True,True
017_U_25,001_U_22,1,True,True,True
017_U_25,009_U_33,1,True,True,True
017_U_25,011_U_03,2,True,True,True
017_U_25,017_U_23,1,True,True,True
017_U_25,017_U_24,4,True,True,True
017_U_25,017_U_37,5,True,True,True
017_U_25,026_U_55,1,True,True,True
017_U_25,029_U_31,1,True,True,True
017_U_25,105_U_07,1,True,True,True
017_U_25,105_U_08,4,True,True,True
017_U_25,105_U_18,1,True,True,True
017_U_25,105_U_20,3,True,True,True
017_U_25,105_U_23,1,True,True,True
017_U_25,105_U_30,2,True,True,True
017_U_26,001_D_04,1,True,True,True
017_U_26,001_D_05,1,True,True,True
017_U_26,001_D_06,4,True,True,True
017_U_26,003_U_05,1,True,True,True
017_U_26,003_U_07,1,True,True,True
017_U_26,005_U_64,1,True,True,True
017_U_26,006_U_29,2,True,True,True
017_U_26,006_U_30,1,True,True,True
017_U_26,006_U_31,4,True,True,True
017_U_26,006_U_35,2,True,True,True
017_U_26,007_U_15,2,True,True,True
017_U_26,009_U_47,2,True,True,True
017_U_26,011_U_02,1,True,True,True
017_U_26,011_U_03,1,True,True,True
017_U_26,017_U_16,1,True,True,True
017_U_26,017_U_17,4,True,True,True
017_U_26,017_U_18,4,True,True,True
017_U_26,017_U_28,2,True,True,True
017_U_26,017_U_36,7,True,True,True
017_U_26,017_U_37,2,True,True,True
017_U_26,018_U_01,2,True,True,True
017_U_26,022_U_40,3,True,True,True
017_U_26,025_U_30,1,True,True,True
017_U_26,026_U_45,1,True,True,True
017_U_26,030_U_38,1,True,True,True
017_U_26,030_U_40,1,True,True,True
017_U_26,030_U_41,4,True,True,True
017_U_26,030_U_45,1,True,True,True
017_U_26,031_U_17,2,True,True,True
017_U_26,032_U_09,2,True,True,True
017_U_26,032_U_16,1,True,True,True
017_U_26,032_U_28,1,True,True,True
017_U_26,033_U_18,1,True,True,True
017_U_26,033_U_19,5,True,True,True
017_U_26,102_U_07,2,True,True,True
017_U_26,103_U_08,7,True,True,True
017_U_26,108_U_03,2,True,True,True
017_U_27,001_D_06,2,True,True,True
017_U_27,003_U_05,1,True,True,True
017_U_27,011_U_02,3,True,True,True
017_U_27,017_U_17,2,True,True,True
017_U_27,017_U_29,4,True,True,True
017_U_27,017_U_36,10,True,True,True
017_U_27,022_U_40,1,True,True,True
017_U_27,025_U_27,1,True,True,True
017_U_27,030_U_40,1,True,True,True
017_U_27,030_U_41,1,True,True,True
017_U_27,033_U_19,2,True,True,True
017_U_27,103_U_09,1,True,True,True
017_U_28,001_D_04,2,True,True,True
017_U_28,001_D_05,4,True,True,True
017_U_28,001_D_06,4,True,True,True
017_U_28,005_U_64,2,True,True,True
017_U_28,006_U_35,2,True,True,True
017_U_28,007_U_15,1,True,True,True
017_U_28,009_U_31,1,True,True,True
017_U_28,009_U_46,1,True,True,True
017_U_28,011_U_02,1,True,True,True
017_U_28,011_U_07,2,True,True,True
017_U_28,016_U_10,1,True,True,True
017_U_28,017_U_18,2,True,True,True
017_U_28,017_U_27,3,True,True,True
017_U_28,017_U_29,5,True,True,True
017_U_28,018_U_01,1,True,True,True
017_U_28,023_U_34,1,True,True,True
017_U_28,025_U_27,2,True,True,True
017_U_28,030_U_32,2,True,True,True
017_U_28,030_U_35,3,True,True,True
017_U_28,030_U_38,1,True,True,True
017_U_28,030_U_41,1,True,True,True
017_U_28,030_U_45,2,True,True,True
017_U_28,032_U_09,1,True,True,True
017_U_28,033_U_18,1,True,True,True
017_U_28,033_U_19,3,True,True,True
017_U_28,036_U_28,1,True,True,True
017_U_28,101_U_22,4,True,True,True
017_U_28,102_U_07,1,True,True,True
017_U_28,102_U_08,2,True,True,True
017_U_28,102_U_17,1,True,True,True
017_U_28,102_U_28,1,True,True,True
017_U_28,103_U_08,1,True,True,True
017_U_28,103_U_09,1,True,True,True
017_U_28,108_U_03,2,True,True,True
017_U_29,001_D_05,3,True,True,True
017_U_29,001_D_06,1,True,True,True
017_U_29,003_U_05,1,True,True,True
017_U_29,003_U_07,1,True,True,True
017_U_29,006_U_29,1,True,True,True
017_U_29,006_U_31,1,True,True,True
017_U_29,006_U_32,1,True,True,True
017_U_29,006_U_35,2,True,True,True
017_U_29,007_U_15,1,True,True,True
017_U_29,009_U_33,1,True,True,True
017_U_29,011_U_07,2,True,True,True
017_U_29,017_U_27,3,True,True,True
017_U_29,017_U_28,1,True,True,True
017_U_29,017_U_30,1,True,True,True
017_U_29,017_U_36,2,True,True,True
017_U_29,022_U_40,1,True,True,True
017_U_29,023_U_33,2,True,True,True
017_U_29,023_U_34,3,True,True,True
017_U_29,025_U_26,3,True,True,True
017_U_29,025_U_27,2,True,True,True
017_U_29,026_U_45,1,True,True,True
017_U_29,030_U_32,1,True,True,True
017_U_29,030_U_38,1,True,True,True
017_U_29,030_U_41,1,True,True,True
017_U_29,031_U_17,2,True,True,True
017_U_29,032_U_28,2,True,True,True
017_U_29,033_U_18,1,True,True,True
017_U_29,033_U_19,1,True,True,True
017_U_29,036_U_28,1,True,True,True
017_U_29,103_U_08,2,True,True,True
017_U_29,103_U_09,2,True,True,True
017_U_30,001_D_04,2,True,True,True
017_U_30,001_D_05,1,True,True,True
017_U_30,001_D_06,4,True,True,True
017_U_30,006_U_30,1,True,True,True
017_U_30,006_U_31,1,True,True,True
017_U_30,006_U_34,1,True,True,True
017_U_30,006_U_35,1,True,True,True
017_U_30,007_U_15,4,True,True,True
017_U_30,017_U_18,1,True,True,True
017_U_30,017_U_30,1,True,True,True
017_U_30,017_U_31,1,True,True,True
017_U_30,022_U_40,3,True,True,True
017_U_30,025_U_29,1,True,True,True
017_U_30,026_U_45,2,True,True,True
017_U_30,030_U_38,1,True,True,True
017_U_30,030_U_40,1,True,True,True
017_U_30,030_U_41,2,True,True,True
017_U_30,030_U_45,1,True,True,True
017_U_30,032_U_16,1,True,True,True
017_U_30,032_U_28,4,True,True,True
017_U_30,033_U_18,1,True,True,True
017_U_30,033_U_19,1,True,True,True
017_U_30,103_U_08,2,True,True,True
017_U_30,112_U_14,1,True,True,True
017_U_31,017_U_30,1,True,True,True
017_U_34,017_U_19,1,True,True,True
017_U_34,017_U_27,2,True,True,True
017_U_34,017_U_28,1,True,True,True
017_U_34,017_U_30,2,True,True,True
017_U_34,017_U_37,1,True,True,True
017_U_35,017_U_30,1,True,True,True
017_U_35,017_U_37,1,True,True,True
017_U_36,017_U_26,2,True,True,True
017_U_36,017_U_27,8,True,True,True
017_U_37,001_D_02,2,True,True,True
017_U_37,001_D_03,2,True,True,True
017_U_37,001_D_04,1,True,True,True
017_U_37,001_D_05,3,True,True,True
017_U_37,001_D_06,6,True,True,True
017_U_37,001_U_24,1,True,True,True
017_U_37,002_U_29,2,True,True,True
017_U_37,002_U_32,2,True,True,True
017_U_37,002_U_34,1,True,True,True
017_U_37,002_U_35,1,True,True,True
017_U_37,002_U_36,1,True,True,True
017_U_37,003_U_06,1,True,True,True
017_U_37,003_U_07,2,True,True,True
017_U_37,009_U_33,1,True,True,True
017_U_37,016_U_10,3,True,True,True
017_U_37,017_U_16,2,True,True,True
017_U_37,017_U_22,1,True,True,True
017_U_37,017_U_23,1,True,True,True
017_U_37,017_U_25,2,True,True,True
017_U_37,017_U_26,2,True,True,True
017_U_37,017_U_27,1,True,True,True
017_U_37,017_U_30,1,True,True,True
017_U_37,017_U_35,1,True,True,True
017_U_37,017_U_36,1,True,True,True
017_U_37,022_U_40,3,True,True,True
017_U_37,022_U_42,5,True,True,True
017_U_37,029_U_31,2,True,True,True
017_U_37,031_U_17,1,True,True,True
017_U_37,105_U_14,2,True,True,True
017_U_37,105_U_29,3,True,True,True
017_U_37,105_U_30,4,True,True,True
017_U_37,106_U_07,1,True,True,True
017_U_37,106_U_13,1,True,True,True
017_U_37,106_U_27,1,True,True,True
018_U_01,001_D_06,3,True,True,True
018_U_01,002_U_41,3,True,True,True
018_U_01,003_U_01,3,True,True,True
018_U_01,003_U_07,1,True,True,True
018_U_01,006_U_30,4,True,True,True
018_U_01,006_U_31,1,True,True,True
018_U_01,007_U_09,2,True,True,True
018_U_01,017_U_17,2,True,True,True
018_U_01,017_U_18,1,True,True,True
018_U_01,017_U_26,3,True,True,True
018_U_01,017_U_27,1,True,True,True
018_U_01,017_U_28,1,True,True,True
018_U_01,017_U_29,1,True,True,True
018_U_01,018_U_09,2,True,True,True
018_U_01,018_U_19,3,True,True,True
018_U_01,025_U_26,1,True,True,True
018_U_01,025_U_30,2,True,True,True
018_U_01,030_U_34,1,True,True,True
018_U_01,030_U_38,1,True,True,True
018_U_01,030_U_41,1,True,True,True
018_U_01,032_U_09,2,True,True,True
018_U_01,032_U_16,2,True,True,True
018_U_01,102_U_08,1,True,True,True
018_U_01,108_U_03,1,True,True,True
018_U_04,002_U_41,1,True,True,True
018_U_04,018_U_19,2,True,True,True
018_U_05,001_D_04,1,True,True,True
018_U_05,002_U_41,1,True,True,True
018_U_05,003_U_01,2,True,True,True
018_U_05,007_U_09,1,True,True,True
018_U_05,018_U_01,1,True,True,True
018_U_05,018_U_19,3,True,True,True
018_U_09,018_U_01,1,True,True,True
018_U_09,018_U_11,2,True,True,True
018_U_10,007_U_09,1,True,True,True
018_U_10,018_U_01,2,True,True,True
018_U_11,018_U_10,2,True,True,True
018_U_11,018_U_19,1,True,True,True
018_U_12,001_D_05,1,True,True,True
018_U_12,011_U_14,1,True,True,True
018_U_12,018_U_01,1,True,True,True
018_U_12,018_U_19,1,True,True,True
018_U_18,001_D_05,1,True,True,True
018_U_18,003_U_01,4,True,True,True
018_U_18,018_U_13,3,True,True,True
018_U_18,024_U_15,1,True,True,True
018_U_19,005_U_60,2,True,True,True
018_U_19,005_U_61,4,True,True,True
018_U_19,007_U_09,1,True,True,True
018_U_19,018_U_01,1,True,True,True
018_U_19,024_U_11,1,True,True,True
018_U_19,024_U_15,1,True,True,True
022_U_40,001_D_02,5,True,True,True
022_U_40,001_D_03,1,True,True,True
022_U_40,001_D_05,15,True,True,True
022_U_40,001_D_06,10,True,True,True
022_U_40,002_U_30,1,True,True,True
022_U_40,002_U_31,1,True,True,True
022_U_40,002_U_32,2,True,True,True
022_U_40,006_U_29,1,True,True,True
022_U_40,006_U_41,1,True,True,True
022_U_40,007_U_15,1,True,True,True
022_U_40,009_U_31,1,True,True,True
022_U_40,009_U_47,1,True,True,True
022_U_40,017_U_26,1,True,True,True
022_U_40,017_U_27,3,True,True,True
022_U_40,017_U_28,1,True,True,True
022_U_40,017_U_30,3,True,True,True
022_U_40,017_U_37,3,True,True,True
022_U_40,025_U_26,1,True,True,True
022_U_40,025_U_30,1,True,True,True
022_U_40,030_U_31,1,True,True,True
022_U_40,030_U_39,1,True,True,True
022_U_40,032_U_16,1,True,True,True
022_U_40,036_U_03,1,True,True,True
022_U_40,036_U_11,1,True,True,True
022_U_40,103_U_08,1,True,True,True
022_U_40,103_U_09,3,True,True,True
022_U_40,105_U_23,4,True,True,True
022_U_40,106_U_06,1,True,True,True
022_U_40,106_U_10,2,True,True,True
022_U_40,106_U_13,1,True,True,True
022_U_40,106_U_14,1,True,True,True
022_U_40,106_U_26,2,True,True,True
022_U_42,001_D_05,4,True,True,True
022_U_42,001_D_06,1,True,True,True
022_U_42,002_U_30,2,True,True,True
022_U_42,002_U_32,1,True,True,True
022_U_42,005_U_65,1,True,True,True
022_U_42,005_U_66,1,True,True,True
022_U_42,007_U_15,1,True,True,True
022_U_42,009_U_47,2,True,True,True
022_U_42,016_U_10,5,True,True,True
022_U_42,017_U_37,4,True,True,True
022_U_42,022_U_40,3,True,True,True
022_U_42,105_U_23,1,True,True,True
022_U_42,106_U_06,1,True,True,True
022_U_42,106_U_09,1,True,True,True
022_U_42,106_U_12,1,True,True,True
022_U_42,106_U_13,1,True,True,True
022_U_42,106_U_14,3,True,True,True
023_U_28,001_D_05,3,True,True,True
023_U_28,001_D_07,1,True,True,True
023_U_33,001_D_04,13,True,True,True
023_U_33,002_U_38,7,True,True,True
023_U_33,002_U_39,3,True,True,True
023_U_33,003_U_06,4,True,True,True
023_U_33,004_U_31,1,True,True,True
023_U_33,006_U_41,1,True,True,True
023_U_33,009_U_31,3,True,True,True
023_U_33,016_U_10,2,True,True,True
023_U_33,017_U_24,3,True,True,True
023_U_33,017_U_29,1,True,True,True
023_U_33,030_U_30,2,True,True,True
023_U_33,030_U_33,5,True,True,True
023_U_33,030_U_45,2,True,True,True
023_U_33,032_U_21,1,True,True,True
023_U_33,102_U_08,5,True,True,True
023_U_33,102_U_12,4,True,True,True
023_U_33,102_U_17,2,True,True,True
023_U_33,102_U_28,2,True,True,True
023_U_34,001_D_04,2,True,True,True
023_U_34,002_U_38,3,True,True,True
023_U_34,003_U_06,3,True,True,True
023_U_34,011_U_07,1,True,True,True
023_U_34,016_U_10,1,True,True,True
023_U_34,017_U_16,7,True,True,True
023_U_34,017_U_24,1,True,True,True
023_U_34,017_U_28,1,True,True,True
023_U_34,023_U_33,1,True,True,True
023_U_34,030_U_29,2,True,True,True
023_U_34,030_U_30,2,True,True,True
023_U_34,030_U_33,2,True,True,True
023_U_34,030_U_34,3,True,True,True
023_U_34,030_U_35,1,True,True,True
023_U_34,030_U_45,2,True,True,True
023_U_34,102_U_07,4,True,True,True
023_U_34,102_U_08,4,True,True,True
023_U_34,102_U_12,4,True,True,True
023_U_34,102_U_17,3,True,True,True
024_U_11,004_U_32,1,True,True,True
024_U_11,018_U_19,1,True,True,True
024_U_12,001_D_06,1,True,True,True
024_U_12,001_U_34,1,True,True,True
024_U_12,002_U_28,1,True,True,True
024_U_12,002_U_30,1,True,True,True
024_U_12,002_U_32,1,True,True,True
024_U_12,004_U_32,1,True,True,True
024_U_12,007_U_05,2,True,True,True
024_U_12,026_U_48,1,True,True,True
024_U_12,033_U_19,4,True,True,True
024_U_12,036_U_28,1,True,True,True
024_U_13,001_D_06,3,True,True,True
024_U_13,001_U_34,3,True,True,True
024_U_13,002_U_30,2,True,True,True
024_U_13,002_U_32,3,True,True,True
024_U_13,005_U_61,1,True,True,True
024_U_13,006_U_41,3,True,True,True
024_U_13,022_U_40,2,True,True,True
024_U_13,024_U_17,1,True,True,True
024_U_13,026_U_45,3,True,True,True
024_U_13,033_U_19,3,True,True,True
024_U_13,036_U_19,2,True,True,True
024_U_14,001_U_34,5,True,True,True
024_U_14,002_U_28,3,True,True,True
024_U_14,002_U_30,2,True,True,True
024_U_14,004_U_31,1,True,True,True
024_U_14,004_U_32,1,True,True,True
024_U_14,005_U_59,1,True,True,True
024_U_14,005_U_63,1,True,True,True
024_U_14,005_U_66,3,True,True,True
024_U_14,006_U_44,1,True,True,True
024_U_14,018_U_19,1,True,True,True
024_U_14,024_U_16,2,True,True,True
024_U_14,024_U_19,1,True,True,True
024_U_14,029_U_19,1,True,True,True
024_U_14,031_U_19,3,True,True,True
024_U_15,001_U_34,2,True,True,True
024_U_15,022_U_40,2,True,True,True
024_U_15,026_U_46,1,True,True,True
024_U_15,029_U_31,2,True,True,True
024_U_15,031_U_22,1,True,True,True
024_U_15,036_U_03,1,True,True,True
024_U_16,001_U_34,2,True,True,True
024_U_16,006_U_22,1,True,True,True
024_U_16,007_U_05,2,True,True,True
024_U_16,018_U_19,1,True,True,True
024_U_16,024_U_15,2,True,True,True
024_U_16,026_U_46,1,True,True,True
024_U_16,029_U_18,1,True,True,True
024_U_16,032_U_13,1,True,True,True
024_U_16,033_U_18,1,True,True,True
024_U_16,033_U_19,2,True,True,True
024_U_17,004_U_32,1,True,True,True
024_U_17,006_U_22,5,True,True,True
024_U_17,007_U_05,1,True,True,True
024_U_17,017_U_17,1,True,True,True
024_U_17,024_U_13,1,True,True,True
024_U_17,026_U_45,1,True,True,True
024_U_17,026_U_46,4,True,True,True
024_U_17,026_U_47,1,True,True,True
024_U_17,112_U_26,1,True,True,True
024_U_19,006_U_21,1,True,True,True
024_U_19,024_U_15,1,True,True,True
025_U_25,003_U_07,7,True,True,True
025_U_25,017_U_18,2,True,True,True
025_U_25,018_U_01,1,True,True,True
025_U_25,025_U_29,1,True,True,True
025_U_26,001_D_05,2,True,True,True
025_U_26,001_D_06,1,True,True,True
025_U_26,003_U_07,3,True,True,True
025_U_26,006_U_31,1,True,True,True
025_U_26,017_U_29,3,True,True,True
025_U_26,022_U_40,1,True,True,True
025_U_26,030_U_41,1,True,True,True
025_U_26,032_U_16,1,True,True,True
025_U_27,003_U_07,4,True,True,True
025_U_27,006_U_31,2,True,True,True
025_U_27,017_U_26,1,True,True,True
025_U_27,017_U_27,1,True,True,True
025_U_27,017_U_28,2,True,True,True
025_U_27,017_U_29,2,True,True,True
025_U_27,030_U_41,3,True,True,True
025_U_27,032_U_16,4,True,True,True
025_U_27,102_U_07,2,True,True,True
025_U_27,102_U_08,1,True,True,True
025_U_27,103_U_08,3,True,True,True
025_U_29,001_D_06,1,True,True,True
025_U_29,003_U_07,7,True,True,True
025_U_29,017_U_18,3,True,True,True
025_U_29,017_U_29,1,True,True,True
025_U_29,018_U_01,1,True,True,True
025_U_29,025_U_26,1,True,True,True
025_U_29,025_U_31,1,True,True,True
025_U_29,030_U_38,1,True,True,True
025_U_29,030_U_41,1,True,True,True
025_U_29,032_U_16,6,True,True,True
025_U_29,102_U_08,2,True,True,True
025_U_29,108_U_03,2,True,True,True
025_U_30,001_D_06,3,True,True,True
025_U_30,003_U_07,5,True,True,True
025_U_30,006_U_30,1,True,True,True
025_U_30,017_U_26,1,True,True,True
025_U_30,018_U_01,2,True,True,True
025_U_30,022_U_40,1,True,True,True
025_U_30,030_U_40,2,True,True,True
025_U_30,030_U_41,3,True,True,True
025_U_30,030_U_45,1,True,True,True
025_U_30,102_U_07,2,True,True,True
025_U_31,001_D_06,2,True,True,True
025_U_31,003_U_07,1,True,True,True
025_U_31,006_U_29,3,True,True,True
025_U_31,018_U_01,1,True,True,True
025_U_31,025_U_29,1,True,True,True
025_U_31,030_U_41,1,True,True,True
025_U_31,032_U_16,3,True,True,True
025_U_31,102_U_08,1,True,True,True
025_U_31,103_U_08,1,True,True,True
025_U_31,108_U_03,1,True,True,True
026_U_45,001_D_05,1,True,True,True
026_U_45,001_D_06,1,True,True,True
026_U_45,002_U_27,1,True,True,True
026_U_45,002_U_28,2,True,True,True
026_U_45,003_U_05,1,True,True,True
026_U_45,003_U_07,4,True,True,True
026_U_45,004_U_32,2,True,True,True
026_U_45,005_U_64,3,True,True,True
026_U_45,006_U_29,1,True,True,True
026_U_45,006_U_33,1,True,True,True
026_U_45,006_U_35,1,True,True,True
026_U_45,006_U_41,1,True,True,True
026_U_45,007_U_04,2,True,True,True
026_U_45,009_U_33,2,True,True,True
026_U_45,017_U_27,3,True,True,True
026_U_45,017_U_28,3,True,True,True
026_U_45,017_U_30,4,True,True,True
026_U_45,026_U_48,2,True,True,True
026_U_45,033_U_18,5,True,True,True
026_U_45,033_U_19,12,True,True,True
026_U_45,036_U_03,1,True,True,True
026_U_46,001_U_34,1,True,True,True
026_U_46,009_U_32,1,True,True,True
026_U_46,009_U_47,1,True,True,True
026_U_46,024_U_17,1,True,True,True
026_U_46,033_U_19,3,True,True,True
026_U_47,002_U_27,2,True,True,True
026_U_47,004_U_32,3,True,True,True
026_U_47,024_U_11,1,True,True,True
026_U_47,024_U_13,1,True,True,True
026_U_47,033_U_19,2,True,True,True
026_U_47,036_U_01,1,True,True,True
026_U_48,001_U_34,1,True,True,True
026_U_48,004_U_32,1,True,True,True
026_U_48,006_U_22,1,True,True,True
026_U_48,007_U_05,3,True,True,True
026_U_48,009_U_46,1,True,True,True
026_U_48,009_U_47,1,True,True,True
026_U_48,024_U_12,1,True,True,True
026_U_48,024_U_17,1,True,True,True
026_U_48,026_U_45,1,True,True,True
026_U_48,026_U_51,2,True,True,True
026_U_48,033_U_18,1,True,True,True
026_U_48,033_U_19,2,True,True,True
026_U_50,002_U_30,2,True,True,True
026_U_51,003_U_01,2,True,True,True
026_U_55,005_U_59,1,True,True,True
026_U_55,009_U_47,1,True,True,True
026_U_55,026_U_48,2,True,True,True
026_U_55,026_U_51,1,True,True,True
026_U_55,030_U_26,1,True,True,True
026_U_55,030_U_33,1,True,True,True
026_U_55,105_U_30,3,True,True,True
026_U_55,108_U_03,2,True,True,True
029_U_16,001_D_04,1,True,True,True
029_U_16,001_D_06,1,True,True,True
029_U_16,002_U_41,2,True,True,True
029_U_16,030_U_37,2,True,True,True
029_U_18,002_U_29,1,True,True,True
029_U_18,024_U_15,1,True,True,True
029_U_18,032_U_29,1,True,True,True
029_U_19,002_U_38,1,True,True,True
029_U_19,003_U_06,2,True,True,True
029_U_19,016_U_10,4,True,True,True
029_U_19,017_U_19,1,True,True,True
029_U_19,017_U_20,3,True,True,True
029_U_19,024_U_15,1,True,True,True
029_U_19,029_U_20,1,True,True,True
029_U_19,036_U_17,1,True,True,True
029_U_19,107_U_10,1,True,True,True
029_U_19,107_U_11,1,True,True,True
029_U_19,107_U_25,2,True,True,True
029_U_31,001_D_02,2,True,True,True
029_U_31,001_D_03,2,True,True,True
029_U_31,001_D_05,8,True,True,True
029_U_31,001_D_06,6,True,True,True
029_U_31,001_U_22,1,True,True,True
029_U_31,001_U_24,1,True,True,True
029_U_31,002_U_28,1,True,True,True
029_U_31,002_U_30,1,True,True,True
029_U_31,002_U_31,2,True,True,True
029_U_31,002_U_33,1,True,True,True
029_U_31,002_U_34,1,True,True,True
029_U_31,002_U_35,1,True,True,True
029_U_31,003_U_07,1,True,True,True
029_U_31,009_U_31,1,True,True,True
029_U_31,009_U_35,2,True,True,True
029_U_31,011_D_37,1,True,True,True
029_U_31,016_U_10,6,True,True,True
029_U_31,017_U_21,1,True,True,True
029_U_31,017_U_25,1,True,True,True
029_U_31,017_U_37,1,True,True,True
029_U_31,022_U_42,3,True,True,True
029_U_31,036_U_03,1,True,True,True
029_U_31,036_U_28,1,True,True,True
029_U_31,105_U_08,2,True,True,True
029_U_31,105_U_22,1,True,True,True
029_U_31,105_U_23,1,True,True,True
029_U_31,105_U_30,6,True,True,True
029_U_31,106_U_05,1,True,True,True
029_U_31,106_U_06,3,True,True,True
029_U_31,106_U_07,2,True,True,True
029_U_31,106_U_09,2,True,True,True
029_U_31,106_U_10,2,True,True,True
029_U_31,106_U_11,1,True,True,True
029_U_31,106_U_13,2,True,True,True
029_U_31,106_U_15,1,True,True,True
029_U_32,001_D_06,2,True,True,True
029_U_32,002_U_32,1,True,True,True
029_U_32,006_U_41,1,True,True,True
030_U_24,001_D_05,5,True,True,True
030_U_24,001_D_06,1,True,True,True
030_U_24,004_U_32,3,True,True,True
030_U_24,010_U_33,1,True,True,True
030_U_24,017_U_16,1,True,True,True
030_U_24,030_U_28,1,True,True,True
030_U_24,030_U_34,1,True,True,True
030_U_24,030_U_35,3,True,True,True
030_U_24,032_U_21,2,True,True,True
030_U_24,033_U_19,5,True,True,True
030_U_24,101_U_22,4,True,True,True
030_U_24,101_U_23,1,True,True,True
030_U_24,101_U_24,1,True,True,True
030_U_24,101_U_25,3,True,True,True
030_U_25,001_D_03,5,True,True,True
030_U_25,003_U_05,1,True,True,True
030_U_25,004_U_32,1,True,True,True
030_U_25,009_U_28,2,True,True,True
030_U_25,009_U_30,2,True,True,True
030_U_25,017_U_16,1,True,True,True
030_U_25,022_U_40,1,True,True,True
030_U_25,030_U_28,2,True,True,True
030_U_25,030_U_32,1,True,True,True
030_U_25,030_U_35,1,True,True,True
030_U_25,033_U_19,4,True,True,True
030_U_25,101_U_22,3,True,True,True
030_U_25,101_U_23,2,True,True,True
030_U_25,101_U_25,3,True,True,True
030_U_26,001_D_03,1,True,True,True
030_U_26,001_D_05,2,True,True,True
030_U_26,001_U_34,1,True,True,True
030_U_26,004_U_32,3,True,True,True
030_U_26,009_U_28,1,True,True,True
030_U_26,016_U_10,1,True,True,True
030_U_26,030_U_32,1,True,True,True
030_U_26,030_U_36,1,True,True,True
030_U_26,032_U_21,1,True,True,True
030_U_26,033_U_19,1,True,True,True
030_U_26,101_U_22,2,True,True,True
030_U_26,101_U_23,1,True,True,True
030_U_26,101_U_25,3,True,True,True
030_U_28,001_D_05,2,True,True,True
030_U_28,030_U_24,1,True,True,True
030_U_28,030_U_32,2,True,True,True
030_U_28,030_U_33,2,True,True,True
030_U_28,033_U_19,5,True,True,True
030_U_28,101_U_22,1,True,True,True
030_U_29,017_U_28,2,True,True,True
030_U_29,023_U_33,1,True,True,True
030_U_29,102_U_17,1,True,True,True
030_U_29,102_U_28,2,True,True,True
030_U_30,001_D_06,2,True,True,True
030_U_30,023_U_34,2,True,True,True
030_U_30,030_U_35,1,True,True,True
030_U_30,030_U_37,1,True,True,True
030_U_30,030_U_45,1,True,True,True
030_U_30,036_U_28,1,True,True,True
030_U_30,102_U_28,1,True,True,True
030_U_31,022_U_40,1,True,True,True
030_U_31,030_U_34,2,True,True,True
030_U_32,001_D_03,1,True,True,True
030_U_32,001_D_04,2,True,True,True
030_U_32,001_D_05,2,True,True,True
030_U_32,004_U_32,2,True,True,True
030_U_32,023_U_33,6,True,True,True
030_U_32,023_U_34,2,True,True,True
030_U_32,030_U_36,2,True,True,True
030_U_32,030_U_45,1,True,True,True
030_U_32,033_U_19,7,True,True,True
030_U_32,101_U_22,8,True,True,True
030_U_32,101_U_23,2,True,True,True
030_U_32,101_U_25,3,True,True,True
030_U_32,102_U_28,1,True,True,True
030_U_33,001_D_03,1,True,True,True
030_U_33,001_D_04,2,True,True,True
030_U_33,009_U_29,1,True,True,True
030_U_33,009_U_30,1,True,True,True
030_U_33,010_U_32,1,True,True,True
030_U_33,011_U_07,1,True,True,True
030_U_33,016_U_10,2,True,True,True
030_U_33,017_U_16,1,True,True,True
030_U_33,017_U_28,2,True,True,True
030_U_33,023_U_33,1,True,True,True
030_U_33,023_U_34,2,True,True,True
030_U_33,030_U_25,1,True,True,True
030_U_33,030_U_28,1,True,True,True
030_U_33,030_U_30,2,True,True,True
030_U_33,030_U_34,1,True,True,True
030_U_33,030_U_35,2,True,True,True
030_U_33,030_U_41,2,True,True,True
030_U_33,032_U_16,1,True,True,True
030_U_33,033_U_19,3,True,True,True
030_U_33,101_U_22,4,True,True,True
